"level,""en"",""ja"",""ex"",""sEn"",""sJa"""
"900,""Propel"",""推進する、駆り立てる"",""物を前に進めたり、人をある行動に追い込んだりすること。"",""The success propelled the company into the spotlight."",""その成功は会社を一躍脚光を浴びる存在にしました。"""
"900,""Propensity"",""傾向、性癖"",""ある行動をとりがちな、好ましくない傾向。"",""He has a propensity to exaggerate."",""彼は大げさに言う傾向があります。"""
"900,""Prosperous"",""繁栄している、裕福な"",""経済的に成功しており、豊かな状態。"",""We hope for a prosperous future for our business."",""私たちは事業の繁栄する未来を願っています。"""
"900,""Purportedly"",""伝えられるところによれば"",""真実かどうかは不明だが、そう言われていること。"",""The movie is purportedly based on a true story."",""その映画は、伝えられるところによれば実話に基づいています。"""
"900,""Qualitative"",""質的な"",""量（数値）ではなく、質に関する性質。"",""We conducted a qualitative analysis of the feedback."",""私たちはフィードバックの質的な分析を行いました。"""
"900,""Quandary"",""板挟み、当惑"",""どうしていいか分からない困った状況。"",""He was in a quandary about whether to accept the job."",""彼はその仕事を受けるべきか板挟みになっていました。"""
"900,""Quantitative"",""量的な、数値的な"",""量や数値で表すことができる性質。"",""The research used quantitative methods."",""その研究では量的な手法が用いられました。"""
"900,""Quell"",""抑える、静める"",""不安や反乱などを鎮圧して抑えること。"",""The president tried to quell the public's fears."",""大統領は国民の不安を鎮めようとしました。"""
"900,""Query"",""照会する、質問"",""情報の正しさを確認するために質問すること。"",""I have a query regarding my recent order."",""最近の注文に関して照会したい点があります。"""
"900,""Radiant"",""晴れやかな、輝く"",""幸福や健康でキラキラと輝いている様子。"",""She looked radiant on her wedding day."",""彼女は結婚式の日に晴れやかな表情をしていました。"""
"900,""Radical"",""根本的な、過激な"",""基礎から変えるような、あるいは極端なこと。"",""The company needs a radical change in management."",""会社は経営の根本的な改革を必要としています。"""
"900,""Rapport"",""信頼関係"",""心が通い合っている調和のとれた関係。"",""It is important to build a rapport with clients."",""顧客と信頼関係を築くことは重要です。"""
"900,""Ratify"",""批准する、承認する"",""条約や合意を正式に認めて署名すること。"",""The treaty was ratified by all member states."",""その条約はすべての加盟国によって批准されました。"""
"900,""Rationalize"",""合理化する、正当化する"",""無駄を省くことや、行動の理由を後付けで説明すること。"",""The firm is trying to rationalize its operations."",""その企業は業務の合理化を図っています。"""
"900,""Rebut"",""反論する、言い返す"",""相手の主張が間違っていると証拠を挙げて言うこと。"",""He rebutted the allegations with hard evidence."",""彼は確かな証拠を挙げて申し立てに反論しました。"""
"900,""Reciprocal"",""相互の、互恵的な"",""お互いに同じような利益や感情を与え合うこと。"",""The two countries signed a reciprocal trade agreement."",""その2カ国は相互貿易協定を締結しました。"""
"900,""Rectify"",""是正する、修正する"",""間違いや悪い状況を正しく直すこと。"",""We must act quickly to rectify the error."",""間違いを修正するために迅速に行動しなければなりません。"""
"900,""Recurrent"",""再発する、繰り返される"",""一定の間隔で何度も起こること。"",""Recurrent problems with the system caused delays."",""システムの繰り返される不具合が遅延を招きました。"""
"900,""Redundant"",""余分な、解雇された"",""不要な繰り返し、または人員過剰で解雇されること。"",""He was made redundant after the merger."",""彼は合併後に解雇（人員整理）されました。"""
"900,""Refinement"",""改善、洗練"",""細かい部分を直して、より良くすること。"",""The engine has undergone several refinements."",""そのエンジンは何度かの改善を経ています。"""
"900,""Refute"",""論破する、否定する"",""ある意見が誤りであることを証明すること。"",""She refuted the rumors with clear facts."",""彼女は明確な事実を挙げて噂を否定しました。"""
"900,""Reiterate"",""繰り返す、重ねて言う"",""強調するために、同じことを何度も言うこと。"",""Let me reiterate my commitment to the project."",""プロジェクトに対する私の決意を重ねて申し上げます。"""
"900,""Relinquish"",""放棄する、譲り渡す"",""権利や地位をしぶしぶ手放すこと。"",""He was forced to relinquish his control of the company."",""彼は会社の支配権を放棄せざるを得ませんでした。"""
"900,""Remnant"",""残り、残骸"",""大部分が失われた後に残ったわずかな部分。"",""These ruins are the remnants of an ancient city."",""これらの遺跡は古代都市の残骸です。"""
}
